Season,Year_City,year,name,value
Summer,2004 Athina,2004-01-01,NEP,0
Winter,1932 Lake Placid,1932-01-01,GER,2
Winter,1936 Garmisch-Partenkirchen,1936-01-01,GER,6
Summer,1964 Tokyo,1964-01-01,TTO,3
Summer,2004 Athina,2004-01-01,ANT,0
Summer,2008 Beijing,2008-01-01,ANT,0
Summer,2012 London,2012-01-01,ANT,0
Summer,2016 Rio de Janeiro,2016-01-01,ANT,0
Winter,1994 Lillehammer,1994-01-01,UKR,2
Winter,1984 Sarajevo,1984-01-01,YUG,1
Winter,1998 Nagano,1998-01-01,SVK,0
Winter,2014 Sochi,2014-01-01,SVK,1
Summer,1996 Atlanta,1996-01-01,CGO,0
Summer,2000 Sydney,2000-01-01,CGO,0
Summer,2004 Athina,2004-01-01,CGO,0
Summer,2008 Beijing,2008-01-01,CGO,0
Summer,2012 London,2012-01-01,CGO,0
Summer,1952 Helsinki,1952-01-01,YUG,3
Winter,1948 Sankt Moritz,1948-01-01,USA,8
Summer,1988 Seoul,1988-01-01,CAY,0
Winter,2010 Vancouver,2010-01-01,CZE,6
Winter,2014 Sochi,2014-01-01,CZE,8
Summer,1996 Atlanta,1996-01-01,CZE,11
Summer,2016 Rio de Janeiro,2016-01-01,AFG,0
Summer,1972 Munich,1972-01-01,MGL,1
Summer,1976 Montreal,1976-01-01,MGL,1
Summer,2004 Athina,2004-01-01,POL,10
Summer,1936 Berlin,1936-01-01,NED,17
Summer,1956 Stockholm,1956-01-01,URS,0
Summer,1984 Los Angeles,1984-01-01,COD,0
Summer,1936 Berlin,1936-01-01,YUG,1
Summer,2016 Rio de Janeiro,2016-01-01,MKD,0
Summer,1968 Mexico City,1968-01-01,SYR,0
Winter,2010 Vancouver,2010-01-01,MDA,0
Summer,1964 Tokyo,1964-01-01,YUG,5
Winter,2002 Salt Lake City,2002-01-01,CZE,3
Winter,2006 Torino,2006-01-01,CZE,4
Winter,1936 Garmisch-Partenkirchen,1936-01-01,HUN,1
Summer,2016 Rio de Janeiro,2016-01-01,SVK,4
Summer,1996 Atlanta,1996-01-01,SVK,3
Winter,1988 Calgary,1988-01-01,TCH,3
Summer,1932 Los Angeles,1932-01-01,TCH,6
Summer,1948 London,1948-01-01,TCH,11
Summer,2000 Sydney,2000-01-01,POL,14
Summer,1964 Tokyo,1964-01-01,MGL,0
Summer,1988 Seoul,1988-01-01,ISV,1
Summer,2012 London,2012-01-01,BOL,0
Summer,1956 Melbourne,1956-01-01,PER,0
Summer,1912 Stockholm,1912-01-01,BOH,0
Winter,2002 Salt Lake City,2002-01-01,GRE,0
Summer,1968 Mexico City,1968-01-01,IRL,0
Summer,1972 Munich,1972-01-01,IRL,0
Winter,1932 Lake Placid,1932-01-01,NOR,10
Summer,1996 Atlanta,1996-01-01,VIN,0
Summer,2000 Sydney,2000-01-01,VIN,0
Winter,1928 Sankt Moritz,1928-01-01,FRA,1
Winter,1998 Nagano,1998-01-01,HUN,0
Winter,2002 Salt Lake City,2002-01-01,HUN,0
Summer,1996 Atlanta,1996-01-01,BOT,0
Summer,1984 Los Angeles,1984-01-01,BOT,0
Summer,2008 Beijing,2008-01-01,BOT,0
Winter,1948 Sankt Moritz,1948-01-01,TCH,1
Winter,1952 Oslo,1952-01-01,TCH,0
Summer,1988 Seoul,1988-01-01,ZIM,0
Winter,2014 Sochi,2014-01-01,TGA,0
Summer,2000 Sydney,2000-01-01,TOG,0
Winter,2014 Sochi,2014-01-01,ARG,0
Winter,1968 Grenoble,1968-01-01,IRI,0
Winter,1972 Sapporo,1972-01-01,IRI,0
Summer,1980 Moskva,1980-01-01,ZAM,0
Summer,2008 Beijing,2008-01-01,ZIM,4
Summer,1988 Seoul,1988-01-01,POL,16
Summer,1980 Moskva,1980-01-01,DEN,5
Summer,1900 Paris,1900-01-01,ITA,5
Summer,2016 Rio de Janeiro,2016-01-01,GUI,0
Summer,1968 Mexico City,1968-01-01,GUI,0
Summer,2004 Athina,2004-01-01,SLE,0
Summer,1908 London,1908-01-01,GRE,4
Summer,1988 Seoul,1988-01-01,DEN,4
Winter,1988 Calgary,1988-01-01,GUM,0
Summer,1920 Antwerpen,1920-01-01,IND,0
Winter,1994 Lillehammer,1994-01-01,KAZ,3
Summer,2012 London,2012-01-01,MON,0
Summer,1972 Munich,1972-01-01,LIE,0
Winter,1964 Innsbruck,1964-01-01,MGL,0
Summer,1936 Berlin,1936-01-01,CHN,0
Winter,1980 Lake Placid,1980-01-01,CHN,0
Winter,1984 Sarajevo,1984-01-01,CHN,0
Summer,1972 Munich,1972-01-01,VEN,0
Summer,1996 Atlanta,1996-01-01,LCA,0
Summer,1976 Montreal,1976-01-01,ISR,0
Summer,1968 Mexico City,1968-01-01,ISR,0
Summer,1968 Mexico City,1968-01-01,HON,0
Summer,2000 Sydney,2000-01-01,ECU,0
Winter,2010 Vancouver,2010-01-01,CHI,0
Winter,2014 Sochi,2014-01-01,CHI,0
Summer,2004 Athina,2004-01-01,HON,0
Summer,1996 Atlanta,1996-01-01,POL,17
Summer,1956 Melbourne,1956-01-01,POL,9
Summer,1900 Paris,1900-01-01,BEL,18
Summer,2004 Athina,2004-01-01,KEN,7
Summer,1948 London,1948-01-01,PUR,1
Summer,1992 Barcelona,1992-01-01,CAY,0
Summer,1996 Atlanta,1996-01-01,CAY,0
Summer,2016 Rio de Janeiro,2016-01-01,FIJ,1
Summer,2012 London,2012-01-01,SYR,0
Summer,2016 Rio de Janeiro,2016-01-01,LIB,0
Winter,1968 Grenoble,1968-01-01,ROU,1
Summer,2000 Sydney,2000-01-01,SEY,0
Winter,1980 Lake Placid,1980-01-01,GBR,1
Winter,1984 Sarajevo,1984-01-01,GBR,1
Summer,1964 Tokyo,1964-01-01,ZIM,0
Summer,1956 Stockholm,1956-01-01,ROU,0
Summer,1996 Atlanta,1996-01-01,AND,0
Winter,1994 Lillehammer,1994-01-01,AUS,1
Winter,1998 Nagano,1998-01-01,AUS,1
Winter,1928 Sankt Moritz,1928-01-01,HUN,0
Summer,1948 London,1948-01-01,BER,0
Summer,1952 Helsinki,1952-01-01,BER,0
Summer,1906 Athina,1906-01-01,FRA,41
Summer,1996 Atlanta,1996-01-01,URU,0
Summer,2000 Sydney,2000-01-01,URU,1
Summer,2004 Athina,2004-01-01,PAR,1
Winter,1998 Nagano,1998-01-01,LTU,0
Winter,2002 Salt Lake City,2002-01-01,LTU,0
Summer,2000 Sydney,2000-01-01,GEQ,0
Summer,1952 Helsinki,1952-01-01,GUA,0
Summer,2012 London,2012-01-01,MNE,1
Summer,2016 Rio de Janeiro,2016-01-01,MNE,0
Summer,1956 Stockholm,1956-01-01,AUS,0
Summer,1984 Los Angeles,1984-01-01,IVB,0
Summer,1906 Athina,1906-01-01,AUS,3
Summer,2004 Athina,2004-01-01,RSA,6
Summer,1968 Mexico City,1968-01-01,COD,0
Summer,1996 Atlanta,1996-01-01,ANT,0
Summer,2000 Sydney,2000-01-01,ANT,0
Summer,1972 Munich,1972-01-01,CHI,0
Summer,1964 Tokyo,1964-01-01,CRC,0
Summer,1984 Los Angeles,1984-01-01,GUY,0
Winter,1968 Grenoble,1968-01-01,LIB,0
Summer,1920 Antwerpen,1920-01-01,MON,0
Summer,1928 Amsterdam,1928-01-01,MON,0
Summer,1968 Mexico City,1968-01-01,MON,0
Summer,1972 Munich,1972-01-01,MON,0
Summer,1976 Montreal,1976-01-01,MON,0
Winter,2002 Salt Lake City,2002-01-01,CHI,0
Summer,1948 London,1948-01-01,POR,2
Summer,2008 Beijing,2008-01-01,PER,0
Summer,1924 Paris,1924-01-01,IRL,2
Summer,1972 Munich,1972-01-01,BAH,0
Summer,1928 Amsterdam,1928-01-01,CUB,0
Winter,2010 Vancouver,2010-01-01,IRL,0
Summer,2016 Rio de Janeiro,2016-01-01,GUA,0
Summer,2008 Beijing,2008-01-01,ISV,0
Summer,2008 Beijing,2008-01-01,GUI,0
Summer,1956 Stockholm,1956-01-01,IRL,0
Summer,2012 London,2012-01-01,GUI,0
Summer,2008 Beijing,2008-01-01,SVK,6
Summer,2012 London,2012-01-01,SVK,4
Winter,1972 Sapporo,1972-01-01,GBR,0
Winter,1960 Squaw Valley,1960-01-01,HUN,0
Summer,1956 Melbourne,1956-01-01,LUX,0
Summer,1984 Los Angeles,1984-01-01,GRN,0
Summer,2008 Beijing,2008-01-01,GRN,0
Summer,1988 Seoul,1988-01-01,ANG,0
Winter,1932 Lake Placid,1932-01-01,TCH,0
Summer,1932 Los Angeles,1932-01-01,RSA,5
Winter,1964 Innsbruck,1964-01-01,TCH,1
Winter,1968 Grenoble,1968-01-01,TCH,4
Winter,1972 Sapporo,1972-01-01,TCH,3
Summer,1932 Los Angeles,1932-01-01,POL,9
Summer,2016 Rio de Janeiro,2016-01-01,PNG,0
Summer,1932 Los Angeles,1932-01-01,AUS,5
Winter,2014 Sochi,2014-01-01,NZL,0
Summer,2012 London,2012-01-01,GUY,0
Summer,1920 Antwerpen,1920-01-01,CHI,0
Summer,2004 Athina,2004-01-01,BOT,0
Summer,2004 Athina,2004-01-01,TKM,0
Summer,2000 Sydney,2000-01-01,BOT,0
Summer,1988 Seoul,1988-01-01,NEP,0
Summer,1980 Moskva,1980-01-01,NEP,0
Summer,2016 Rio de Janeiro,2016-01-01,ZIM,0
Summer,2016 Rio de Janeiro,2016-01-01,GAM,0
Summer,1996 Atlanta,1996-01-01,SKN,0
Summer,2000 Sydney,2000-01-01,SKN,0
Summer,1972 Munich,1972-01-01,CGO,0
Winter,1936 Garmisch-Partenkirchen,1936-01-01,BEL,0
Summer,2016 Rio de Janeiro,2016-01-01,SLO,4
Winter,1994 Lillehammer,1994-01-01,MGL,0
Summer,1972 Munich,1972-01-01,BAR,0
Summer,1996 Atlanta,1996-01-01,SCG,4
Winter,1998 Nagano,1998-01-01,BUL,1
Winter,2002 Salt Lake City,2002-01-01,BUL,3
Summer,1996 Atlanta,1996-01-01,PAN,0
Summer,2000 Sydney,2000-01-01,PAN,0
Summer,1988 Seoul,1988-01-01,LIE,0
Summer,2000 Sydney,2000-01-01,COM,0
Summer,1960 Roma,1960-01-01,MON,0
Summer,1988 Seoul,1988-01-01,MON,0
Summer,1964 Tokyo,1964-01-01,MON,0
Summer,1896 Athina,1896-01-01,GBR,9
Winter,1976 Innsbruck,1976-01-01,SMR,0
Winter,1998 Nagano,1998-01-01,MGL,0
Winter,2002 Salt Lake City,2002-01-01,MGL,0
Summer,1996 Atlanta,1996-01-01,AUT,3
Winter,1928 Sankt Moritz,1928-01-01,GER,1
Winter,2006 Torino,2006-01-01,SLO,0
Winter,2010 Vancouver,2010-01-01,SLO,3
Winter,2014 Sochi,2014-01-01,SLO,8
Summer,1900 Paris,1900-01-01,HUN,5
Summer,1960 Roma,1960-01-01,TCH,8
Winter,1948 Sankt Moritz,1948-01-01,BEL,2
Summer,1896 Athina,1896-01-01,SUI,3
Summer,1996 Atlanta,1996-01-01,PAR,0
Winter,2010 Vancouver,2010-01-01,AUT,16
Summer,1928 Amsterdam,1928-01-01,LAT,0
Summer,1932 Los Angeles,1932-01-01,LAT,1
Summer,1988 Seoul,1988-01-01,SOL,0
Winter,1928 Sankt Moritz,1928-01-01,BEL,1
Summer,1964 Tokyo,1964-01-01,MYA,0
Winter,1968 Grenoble,1968-01-01,MGL,0
Summer,1996 Atlanta,1996-01-01,MGL,1
Summer,2008 Beijing,2008-01-01,UGA,0
Summer,1984 Los Angeles,1984-01-01,BAR,0
Summer,2008 Beijing,2008-01-01,TAN,0
Summer,2000 Sydney,2000-01-01,TAN,0
Summer,2004 Athina,2004-01-01,TAN,0
Winter,2006 Torino,2006-01-01,BUL,1
Summer,2012 London,2012-01-01,TKM,0
Summer,1968 Mexico City,1968-01-01,MGL,4
Winter,1976 Innsbruck,1976-01-01,NED,6
Summer,1996 Atlanta,1996-01-01,BER,0
Winter,2002 Salt Lake City,2002-01-01,AUS,2
Summer,1912 Stockholm,1912-01-01,CAN,8
Summer,1920 Antwerpen,1920-01-01,CAN,9
Summer,2008 Beijing,2008-01-01,LCA,0
Summer,2012 London,2012-01-01,LCA,0
Summer,1920 Antwerpen,1920-01-01,AUS,3
Winter,1936 Garmisch-Partenkirchen,1936-01-01,YUG,0
Summer,1988 Seoul,1988-01-01,BOL,0
Summer,2000 Sydney,2000-01-01,COL,1
Summer,1948 London,1948-01-01,LIB,0
Summer,1908 London,1908-01-01,BOH,2
Winter,1998 Nagano,1998-01-01,BIH,0
Winter,2002 Salt Lake City,2002-01-01,BIH,0
Winter,1968 Grenoble,1968-01-01,LIE,0
Winter,1948 Sankt Moritz,1948-01-01,LIE,0
Winter,1956 Cortina d'Ampezzo,1956-01-01,LIE,0
Winter,1976 Innsbruck,1976-01-01,LIE,2
Winter,1988 Calgary,1988-01-01,LIE,1
Winter,2002 Salt Lake City,2002-01-01,NED,8
Summer,1908 London,1908-01-01,NED,2
Winter,2006 Torino,2006-01-01,NZL,0
Summer,1948 London,1948-01-01,JAM,3
Summer,2016 Rio de Janeiro,2016-01-01,BAR,0
Winter,1980 Lake Placid,1980-01-01,TCH,1
Winter,1984 Sarajevo,1984-01-01,TCH,6
Summer,2016 Rio de Janeiro,2016-01-01,COK,0
Summer,2008 Beijing,2008-01-01,GEO,6
Summer,1996 Atlanta,1996-01-01,MRI,0
Summer,2000 Sydney,2000-01-01,ISV,0
Summer,1920 Antwerpen,1920-01-01,NED,11
Summer,2008 Beijing,2008-01-01,ALB,0
Summer,2012 London,2012-01-01,ALB,0
Winter,1994 Lillehammer,1994-01-01,ARG,0
Summer,1972 Munich,1972-01-01,TUN,1
Winter,1936 Garmisch-Partenkirchen,1936-01-01,TCH,0
Winter,1984 Sarajevo,1984-01-01,BOL,0
Summer,1984 Los Angeles,1984-01-01,AHO,0
Winter,1956 Cortina d'Ampezzo,1956-01-01,YUG,0
Winter,1994 Lillehammer,1994-01-01,GBR,2
Summer,1920 Antwerpen,1920-01-01,RSA,10
Winter,1988 Calgary,1988-01-01,CAN,5
Winter,2002 Salt Lake City,2002-01-01,ISR,0
Summer,1988 Seoul,1988-01-01,BIZ,0
Summer,1992 Barcelona,1992-01-01,HON,0
Winter,2014 Sochi,2014-01-01,IRL,0
Winter,1998 Nagano,1998-01-01,NZL,0
Summer,1996 Atlanta,1996-01-01,ISV,0
Summer,1956 Melbourne,1956-01-01,POR,0
Summer,2000 Sydney,2000-01-01,SLE,0
Summer,2000 Sydney,2000-01-01,LAT,3
Summer,1936 Berlin,1936-01-01,BER,0
Summer,1968 Mexico City,1968-01-01,BER,0
Summer,1976 Montreal,1976-01-01,BER,1
Summer,1984 Los Angeles,1984-01-01,CGO,0
Summer,1988 Seoul,1988-01-01,CGO,0
Summer,1992 Barcelona,1992-01-01,TUN,0
Winter,1952 Oslo,1952-01-01,ARG,0
Summer,1936 Berlin,1936-01-01,MLT,0
Winter,2010 Vancouver,2010-01-01,HUN,0
Winter,1980 Lake Placid,1980-01-01,YUG,0
Winter,1988 Calgary,1988-01-01,YUG,3
Winter,1960 Squaw Valley,1960-01-01,ISL,0
Winter,1964 Innsbruck,1964-01-01,ISL,0
Winter,1968 Grenoble,1968-01-01,ISL,0
Summer,2012 London,2012-01-01,HON,0
Summer,1996 Atlanta,1996-01-01,NAM,2
Summer,1996 Atlanta,1996-01-01,ESA,0
Summer,1996 Atlanta,1996-01-01,GUM,0
Summer,1984 Los Angeles,1984-01-01,SLE,0
Summer,1984 Los Angeles,1984-01-01,ANT,0
Summer,1960 Roma,1960-01-01,WIF,2
Summer,1936 Berlin,1936-01-01,RSA,1
Summer,1956 Melbourne,1956-01-01,FIJ,0
Winter,2006 Torino,2006-01-01,ALG,0
Winter,1972 Sapporo,1972-01-01,YUG,0
Winter,2014 Sochi,2014-01-01,HUN,0
Winter,1952 Oslo,1952-01-01,HUN,1
Winter,1992 Albertville,1992-01-01,HUN,0
Winter,1994 Lillehammer,1994-01-01,HUN,0
Winter,1992 Albertville,1992-01-01,SLO,0
Winter,1924 Chamonix,1924-01-01,AUT,3
Winter,2014 Sochi,2014-01-01,NED,24
Summer,1992 Barcelona,1992-01-01,LAT,3
Summer,1996 Atlanta,1996-01-01,LAT,1
Summer,2004 Athina,2004-01-01,BEL,3
Winter,1980 Lake Placid,1980-01-01,AUT,7
Winter,1964 Innsbruck,1964-01-01,FIN,10
Summer,1984 Los Angeles,1984-01-01,PAR,0
Summer,1992 Barcelona,1992-01-01,IRL,2
Summer,2012 London,2012-01-01,SAM,0
Winter,1928 Sankt Moritz,1928-01-01,ROU,0
Summer,1924 Paris,1924-01-01,POR,1
Summer,2000 Sydney,2000-01-01,AND,0
Summer,2004 Athina,2004-01-01,AND,0
Summer,2008 Beijing,2008-01-01,AND,0
Summer,2012 London,2012-01-01,AND,0
Summer,1956 Melbourne,1956-01-01,VEN,0
Summer,2012 London,2012-01-01,GRN,1
Winter,1988 Calgary,1988-01-01,POR,0
Winter,1928 Sankt Moritz,1928-01-01,ITA,0
Summer,2000 Sydney,2000-01-01,MON,0
Summer,1984 Los Angeles,1984-01-01,ISV,0
Summer,1972 Munich,1972-01-01,DOM,0
Summer,1932 Los Angeles,1932-01-01,PER,0
Winter,1980 Lake Placid,1980-01-01,NED,4
Summer,1988 Seoul,1988-01-01,SMR,0
Summer,2004 Athina,2004-01-01,HAI,0
Winter,1948 Sankt Moritz,1948-01-01,YUG,0
Winter,1928 Sankt Moritz,1928-01-01,YUG,0
Summer,1992 Barcelona,1992-01-01,AND,0
Winter,1988 Calgary,1988-01-01,MON,0
Winter,1992 Albertville,1992-01-01,MON,0
Winter,1994 Lillehammer,1994-01-01,MON,0
Winter,1998 Nagano,1998-01-01,MON,0
Winter,1948 Sankt Moritz,1948-01-01,HUN,1
Summer,1964 Tokyo,1964-01-01,CUB,1
Summer,1900 Paris,1900-01-01,SUI,9
Summer,1906 Athina,1906-01-01,NED,3
Winter,1960 Squaw Valley,1960-01-01,AUT,6
Winter,1964 Innsbruck,1964-01-01,LIB,0
Summer,1984 Los Angeles,1984-01-01,MAD,0
Summer,2016 Rio de Janeiro,2016-01-01,MLT,0
Summer,1972 Munich,1972-01-01,MLT,0
Summer,2016 Rio de Janeiro,2016-01-01,NEP,0
Summer,2000 Sydney,2000-01-01,SWZ,0
Summer,1972 Munich,1972-01-01,BUR,0
Winter,1998 Nagano,1998-01-01,DEN,1
Winter,2002 Salt Lake City,2002-01-01,DEN,0
Summer,1968 Mexico City,1968-01-01,LIE,0
Winter,2010 Vancouver,2010-01-01,POL,6
Winter,1960 Squaw Valley,1960-01-01,POL,2
Winter,1964 Innsbruck,1964-01-01,POL,0
Winter,2006 Torino,2006-01-01,AUT,23
Winter,1952 Oslo,1952-01-01,GER,7
Winter,1988 Calgary,1988-01-01,AUS,0
Summer,1996 Atlanta,1996-01-01,CAF,0
Summer,1992 Barcelona,1992-01-01,SLO,2
Winter,1928 Sankt Moritz,1928-01-01,TCH,1
Summer,1956 Melbourne,1956-01-01,NBO,0
Summer,1952 Helsinki,1952-01-01,SGP,0
Winter,2014 Sochi,2014-01-01,BRA,0
Summer,2004 Athina,2004-01-01,GAB,0
Summer,1992 Barcelona,1992-01-01,CGO,0
Summer,2012 London,2012-01-01,BDI,0
Winter,1992 Albertville,1992-01-01,DEN,0
Winter,1948 Sankt Moritz,1948-01-01,ROU,0
Summer,1988 Seoul,1988-01-01,LBR,0
Winter,1928 Sankt Moritz,1928-01-01,GBR,1
Winter,1984 Sarajevo,1984-01-01,TUR,0
Winter,1988 Calgary,1988-01-01,TUR,0
Winter,1992 Albertville,1992-01-01,TUR,0
Winter,1952 Oslo,1952-01-01,YUG,0
Summer,1992 Barcelona,1992-01-01,ALB,0
Summer,1928 Amsterdam,1928-01-01,ZIM,0
Summer,2000 Sydney,2000-01-01,ARU,0
Summer,2004 Athina,2004-01-01,ARU,0
Summer,1996 Atlanta,1996-01-01,ALB,0
Summer,2000 Sydney,2000-01-01,MDA,2
Summer,2004 Athina,2004-01-01,MDA,0
Summer,1996 Atlanta,1996-01-01,SRI,0
Summer,1996 Atlanta,1996-01-01,ANG,0
Summer,1904 St. Louis,1904-01-01,ITA,0
Summer,1952 Helsinki,1952-01-01,ISL,0
Summer,2008 Beijing,2008-01-01,SRB,3
Winter,2002 Salt Lake City,2002-01-01,ISL,0
Winter,2006 Torino,2006-01-01,ISL,0
Winter,2010 Vancouver,2010-01-01,ISL,0
Winter,1992 Albertville,1992-01-01,ISL,0
Summer,1996 Atlanta,1996-01-01,ZIM,0
Summer,2000 Sydney,2000-01-01,ZIM,0
Summer,1932 Los Angeles,1932-01-01,NZL,1
Winter,2014 Sochi,2014-01-01,TPE,0
Winter,1936 Garmisch-Partenkirchen,1936-01-01,NED,0
Summer,1896 Athina,1896-01-01,USA,19
Summer,1992 Barcelona,1992-01-01,JAM,4
Winter,1968 Grenoble,1968-01-01,NZL,0
Winter,1972 Sapporo,1972-01-01,BEL,0
Winter,1976 Innsbruck,1976-01-01,BEL,0
Winter,1992 Albertville,1992-01-01,BEL,0
Winter,1994 Lillehammer,1994-01-01,BEL,0
Summer,2000 Sydney,2000-01-01,CRC,2
Summer,2004 Athina,2004-01-01,PER,0
Summer,2000 Sydney,2000-01-01,GUA,0
Summer,2012 London,2012-01-01,MKD,0
Summer,1972 Munich,1972-01-01,SUR,0
Summer,1956 Melbourne,1956-01-01,URU,1
Summer,1900 Paris,1900-01-01,NED,7
Winter,2010 Vancouver,2010-01-01,NED,8
Summer,1912 Stockholm,1912-01-01,NED,3
Summer,1900 Paris,1900-01-01,SWE,2
Winter,1932 Lake Placid,1932-01-01,FIN,3
Winter,1936 Garmisch-Partenkirchen,1936-01-01,FIN,6
Winter,1988 Calgary,1988-01-01,FIN,7
Winter,1992 Albertville,1992-01-01,FIN,7
Summer,1992 Barcelona,1992-01-01,LIE,0
Summer,1996 Atlanta,1996-01-01,LIE,0
Summer,1968 Mexico City,1968-01-01,ISV,0
Summer,1912 Stockholm,1912-01-01,ANZ,7
Summer,1928 Amsterdam,1928-01-01,AUS,4
Winter,1980 Lake Placid,1980-01-01,POL,0
Summer,1996 Atlanta,1996-01-01,GUA,0
Winter,1998 Nagano,1998-01-01,VEN,0
Winter,2002 Salt Lake City,2002-01-01,VEN,0
Winter,1994 Lillehammer,1994-01-01,POL,0
Winter,1968 Grenoble,1968-01-01,SUI,6
Summer,1932 Los Angeles,1932-01-01,AUT,5
Summer,2008 Beijing,2008-01-01,SLE,0
Summer,2008 Beijing,2008-01-01,LUX,0
Summer,1896 Athina,1896-01-01,GER,14
Winter,1928 Sankt Moritz,1928-01-01,AUT,4
Summer,2008 Beijing,2008-01-01,PAN,1
Summer,1984 Los Angeles,1984-01-01,CAY,0
Summer,1984 Los Angeles,1984-01-01,TOG,0
Summer,1912 Stockholm,1912-01-01,RSA,6
Winter,2006 Torino,2006-01-01,POL,2
Summer,1988 Seoul,1988-01-01,AHO,1
Summer,1988 Seoul,1988-01-01,PAR,0
Summer,1996 Atlanta,1996-01-01,NEP,0
Summer,1992 Barcelona,1992-01-01,FIJ,0
Summer,1980 Moskva,1980-01-01,IRL,2
Summer,2000 Sydney,2000-01-01,NEP,0
Winter,1960 Squaw Valley,1960-01-01,CHI,0
Winter,1964 Innsbruck,1964-01-01,CHI,0
Summer,2000 Sydney,2000-01-01,PNG,0
Summer,2004 Athina,2004-01-01,PNG,0
Summer,2008 Beijing,2008-01-01,PNG,0
Winter,1998 Nagano,1998-01-01,KEN,0
Winter,2002 Salt Lake City,2002-01-01,KEN,0
Winter,2006 Torino,2006-01-01,KEN,0
Winter,1998 Nagano,1998-01-01,SLO,0
Winter,2002 Salt Lake City,2002-01-01,SLO,1
Summer,1956 Stockholm,1956-01-01,TUR,0
Summer,1960 Roma,1960-01-01,INA,0
Summer,1992 Barcelona,1992-01-01,TTO,0
Winter,2014 Sochi,2014-01-01,MGL,0
Summer,1996 Atlanta,1996-01-01,FIJ,0
Summer,1988 Seoul,1988-01-01,VEN,0
Summer,2012 London,2012-01-01,GEO,7
Summer,1984 Los Angeles,1984-01-01,SRI,0
Summer,1988 Seoul,1988-01-01,SRI,0
Winter,1984 Sarajevo,1984-01-01,SMR,0
Summer,1984 Los Angeles,1984-01-01,SMR,0
Summer,1976 Montreal,1976-01-01,LUX,0
Summer,2004 Athina,2004-01-01,FSM,0
Summer,1956 Melbourne,1956-01-01,GRE,1
Summer,1928 Amsterdam,1928-01-01,MLT,0
Summer,1996 Atlanta,1996-01-01,MLT,0
Summer,2012 London,2012-01-01,IOA,0
Summer,2008 Beijing,2008-01-01,STP,0
Summer,2016 Rio de Janeiro,2016-01-01,STP,0
Summer,2008 Beijing,2008-01-01,CAF,0
Summer,1984 Los Angeles,1984-01-01,SEY,0
Winter,1924 Chamonix,1924-01-01,NOR,17
Winter,1968 Grenoble,1968-01-01,GDR,5
Summer,2004 Athina,2004-01-01,THA,8
Summer,1992 Barcelona,1992-01-01,THA,1
Winter,1984 Sarajevo,1984-01-01,NED,0
Summer,1996 Atlanta,1996-01-01,TJK,0
Summer,1984 Los Angeles,1984-01-01,GEQ,0
Summer,1988 Seoul,1988-01-01,GEQ,0
Summer,1960 Roma,1960-01-01,MLT,0
Summer,1956 Stockholm,1956-01-01,USA,0
Summer,2012 London,2012-01-01,MLT,0
Summer,1980 Moskva,1980-01-01,ISL,0
Winter,2006 Torino,2006-01-01,KGZ,0
Winter,2006 Torino,2006-01-01,EST,3
Summer,1956 Melbourne,1956-01-01,AUT,2
Winter,1998 Nagano,1998-01-01,NED,11
Winter,2006 Torino,2006-01-01,NED,9
Winter,1992 Albertville,1992-01-01,ESP,1
Summer,1996 Atlanta,1996-01-01,MKD,0
Summer,2000 Sydney,2000-01-01,MKD,1
Winter,1932 Lake Placid,1932-01-01,AUT,2
Summer,2012 London,2012-01-01,CAF,0
Winter,2006 Torino,2006-01-01,RSA,0
Winter,2006 Torino,2006-01-01,MON,0
Summer,1976 Montreal,1976-01-01,SUR,0
Summer,1956 Stockholm,1956-01-01,FRA,0
Summer,1992 Barcelona,1992-01-01,GAB,0
Summer,2016 Rio de Janeiro,2016-01-01,CGO,0
Summer,1988 Seoul,1988-01-01,GAB,0
Summer,2016 Rio de Janeiro,2016-01-01,CAF,0
Winter,1992 Albertville,1992-01-01,ALG,0
Summer,2004 Athina,2004-01-01,TOG,0
Summer,2008 Beijing,2008-01-01,TOG,1
Summer,1996 Atlanta,1996-01-01,GAB,0
Summer,1980 Moskva,1980-01-01,LAO,0
Summer,2016 Rio de Janeiro,2016-01-01,SEN,0
Summer,2000 Sydney,2000-01-01,GAB,0
Summer,1964 Tokyo,1964-01-01,AHO,0
Summer,2000 Sydney,2000-01-01,SGP,0
Summer,2004 Athina,2004-01-01,SGP,0
Winter,1964 Innsbruck,1964-01-01,BEL,0
Summer,1964 Tokyo,1964-01-01,VEN,0
Summer,1968 Mexico City,1968-01-01,VEN,1
Summer,2016 Rio de Janeiro,2016-01-01,PER,0
Summer,2008 Beijing,2008-01-01,SLO,5
Winter,1948 Sankt Moritz,1948-01-01,TUR,0
Winter,2014 Sochi,2014-01-01,AZE,0
Summer,1904 St. Louis,1904-01-01,GER,16
Summer,1924 Paris,1924-01-01,BRA,0
Summer,2008 Beijing,2008-01-01,MDA,1
Summer,1980 Moskva,1980-01-01,LUX,0
Summer,2012 London,2012-01-01,NCA,0
Winter,2010 Vancouver,2010-01-01,NZL,0
Summer,2016 Rio de Janeiro,2016-01-01,NRU,0
Summer,2000 Sydney,2000-01-01,IRL,1
Winter,1924 Chamonix,1924-01-01,FIN,11
Winter,1972 Sapporo,1972-01-01,ROU,0
Winter,1994 Lillehammer,1994-01-01,UZB,1
Summer,1996 Atlanta,1996-01-01,CRC,1
